dialogue_id,query,ground_truth_response
6670, I would , thank you .   Let me get the manager to sign one for you . 
6632,No dialogue,No response
3319,No dialogue,No response
3716,Did you hear about Neil ?   No , what ?   I hear that he's quitting .   You're kidding !   I'm afraid not ! Now this is just between you and me . 
7328, Mark . I know we worked on the ad together , but that was definitely my line . 
8346, is there anything I can do for you ?   Can you enlarge the picture ?   Yes , what size do you want ?   I want it enlarged to 5 inches .   No problem . Come and get your picture on Friday . 
1333,How ’ s your trip going ?   Oh I ’ m enjoying myself but it ’ s so hot here   Isn ’ t London hot in the summer ?   Well it can be but Shanghai is much warmer than London .   I see . What about transport ? How does Shanghai compare to London ?   Actually I think the buses and trains here are more modern .   And what about the number of people on the streets ?   Oh , I think Shanghai is much more crowded than London . 
6194, please ?   Thank you very much , bye !   You're welcome . Goodbye . 
2251,Are you going out , Jack ?   I'll be right back . I just need to mail this package . 
1328,You don ’ t look like enjoying this workout .   I ’ m not crazy about it at all .   You don ’ t like this sort of exercise ?   I ’ m not interested in it . Are you keen on it ?   Yes , that ’ s funny . I thought you liked it .   I hate it .   Never mind . It ’ ll be over in 10 minutes .   It ’ s the worst thing I ’ Ve ever tried . 
1097,Have you heard that new song by the Beastie Boys ?   Why do you listen to rap ?   It's not much different from that heavy metal music you like so much .   Heavy metal music is a lot different from rap music.You can dance to heavy metal .   Hey , you can dance to rap music !   I can't dance to it . And I know you can't either . Because I've seen you try . 
8776, almonds , and shredded cheese .   That sounds really tasty .   You should make a salad like that .   I think that I will . 
8124,Ouch ! I'm hurt .   Are you all right ?   Yes . I'm OK . I just had a tumble . No big deal .   Good . You scared me .   Sorry . Can you please help me up ! I have trouble standing up by myself with the skis on .   Sure . Is this your first time skiing ?   Yes . I tried skiing on grass before . Not very good at it , though . 
4693, I ’ Ve got a huge load of typing and Mr . Blake has insisted I get it done by tomorrow afternoon .   All right , Elizabeth . But this is the last time . 
5867,No dialogue,No response
7698,No dialogue,No response
9516,No dialogue,No response
7753, the shares will tend to drop .   How much loan capital can we safely raise then ?   I would like to have notice of that question , I will give you an answer in a week . 
714, no .   Listen to me . You go home now . I will call my doctor and have him go over . Ok ?   What about Mr.White ?   I'll handle him . Now go home . I'll call you after work .   Thanks a lot , Eve . Goodbye . 
1011, this is the first time he's directed a play .   But he used to be very relaxed and cheerful . It's not like Harry to do a thing like that .   Yes , you're right . Maybe there's any other reason . 
5141,100 plus tax .   That sounds like a great price . I'll take one .   This is a gift she'll cherish for years . How do you want to pay ?   I'll use my VISA .   We're almost through . Just sign here , please .   Just take it home and plug it in ?   She'll be online 20 minutes after she opens the box .   She's going to be so pleased with this .   Remember us for all your computer needs . 
7766, we're going to the supermarket . Do you want to come ?   Yeah . I need to get some stuff .   Let's all go together then .   Where's Lisa ?   She's getting coupons from her desk .   What are coupons ?   They give you discounts on some stuff that you want to buy .   Really ?   Because there is a coupon for almost every product , we always bring coupons on our shopping trips . 
7418,No dialogue,No response
5372, I'll iron your shirt for you , but only if you make me a cup of coffee . 
5731, I've finished my homework .   Well , what game do you want to play ?   Do you want to play poker ?   Do you know how to play it ?   I'll teach you .   OK . Teach me how to play the game . 
5376, so you won't get split ends.Second , buy a g   Do you sell conditioner here ?   Of course . I have one I can suggest .   Great . I would be happy to try it . I know my hair doesn't look good now . It's too weak .   The problem is the split ends . 
4088,No dialogue,No response
1772, he is a man with a history .   Oh , he had fooled me . 
3200, but I can't speak French very well .   Can you help me to translate these sentences into German now ?   No , but I'll be able to tomorrow . 
781, that is the holiday is hot , isn't it ? 
9153, I don ’ t like it , but I guess I don ’ t have any choice . 
1443, Mary ?   Yes , Sally . I want to do some sit-ups and perhaps get in a game of singsong .   That sounds like fun . Would you mind some company ?   I'd love it . Working out is more fun with a friend .   I'll get my things and meet you there .   Good . If you happen to see Jim and Bob on the way see if they would like a game of singsong . 
2605, that's a good idea .   Wow , your roommates are cleaning the room .   Let's give them a hand . 
8038,Is it possible that I have a business trip abroad and work in American once in a while ?   Yes . We are a foreign-invested company and there are many chances to go abroad .   Is there any training program for the employees to make a further study ?   Sure . We attach great importance to the all-round development of the staff , and the development of individuals will motivate them to work more diligently and efficiently . 
2184, your blouse doesn't really match your skirt . Those colors don't really suit you either .   Oh . Thanks . Look , I must just go and say hello to someone . I'll be right back . 
1831, forget about them , and go on living as usual . 
3638, it ’ s not very l   Britain is half the size of france , but great Britain is still one of the largest islands in the world .   The thing with large countries is that often they have vast areas of land that are useless or hardly used . Russia and Canada have enormous areas of ice and forest . 
8016, right ?   I'm pretty good .   Do you think you can teach me ?   Did you get your learner's permit yet ?   I have it already .   Do you have any experience driving a car ?   I've only done it once .   Do you know all the controls in the car ?   Yes , I am aware of them .   When do you want to start learning how to drive ?   Whenever you have time .   We can do it tomorrow ; just call me . 
4826, ability and interpersonal skills shine through the interview   are there any other things I should pay attention to ?   yeah , wear formal clothes to your interview and do be punctual . That'll leave your interviewers with a good first impression . 
2443,Excuse me , could you tell me how much is the ticket ?   It is free on weekend .   That's great !   Here is a guiding plan . 
3857, it ’ s not very large at all .   Britain is half the size of france , but great Britain is still one of the largest islands in the world .   The thing with large countries is that often they have vast areas of land that are useless or hardly used . Russia and Canada have enormous areas of ice and forest . 
5839, sir . We are fully booked tonight . Would you mind making a reservation some other time ?   Do you offer mutton hot pot at noon ?   Yes , sir .   Then we will come here for lunch tomorrow . 
6950, is there a swimming pool in your hotel ?   Yes , the swimming pool is right behind the building . Walk out of the door and you will see it .   What's the fare ?   $ 10 per hour .   Thank you . 
1079,No dialogue,No response
7353,No dialogue,No response
2428,No dialogue,No response
4800,No dialogue,No response
759,No dialogue,No response
708, Bill .   Happy New Year , Steven .   Do you have any plans for the New Year holiday ?   My whole family are going to Hainan for visiting . What about you ?   How happy you are ! I have to stay at home to prepare my final exam . 
1909, what's this ? Is this your dissertation ?   Let me see . Yes , that's it . Where did you find it ?   You ’ Ve put it among these journals .   My poor memory . Thank you very much . 
10316, it ’ s also been making a high - pitch noise when it ’ s in use .   ok . I ’ ll start by looking at the motor . I ’ ll just unplug it and take a look inside the machine ... oh , yes . There ’ s the problem . It ’ s quite simple . I ’ ll sort it out in a few minutes .   what ’ s wrong with it ?   part of the motor is loose . I can put it back in place quite easily .   that ’ s great . Thanks very much . Would you like a cup of tea or coffee ? 
2281, I'll have everything prepared for you when you get here .   Thanks , I'll see you around Wednesday then . 
626, if it isn't the teacher's pet !   Stop it . Teacher doesn't treat me any different than she does everyone else .   You can't prove that by me . I saw the score on your report .   Hey , I worked hard on that report and I deserve the grade I got .   It just happened to be the highest grade in the class .   You're just jealous because you didn't do as well as you thought you did . Admit it .   I worked hard too . But she always gives me a lower grade .   If you think that she is not fair with your work then you should talk to her in person instead of stewing over it . 
6692,No dialogue,No response
4389, Mary . How are you ?   Not bad . How about you , John ?   Fine . Thank you . 
1755, I will take care of that .   What are you going to do ?   I will get some ice , and put it on your ankle.How does that feel ?   God ! It's freezing !   Be brave . Don't worry . You will be able to walk soon . 
818,No dialogue,No response
6153, too . Both methods have a healing effect .   So what's your illness ... shopping fever , sale-itis ?   Ha-ha ... I'm just fatigued . And tomorrow is a big day .   What's tomorrow ?   More sales ! 
3615,Could you help me prepare for my presentation on Friday ?   I would love to help you prepare for your presentation .   I hate to ask you to do something like that .   This will not interfere with my work . I promise you that .   When could we get together ?   I could easily give you some time tomorrow night .   Would you like to meet me at the coffee house next door ?   Yes , and could you write down anything you might be having trouble with ?   I'll come prepared .   Goodbye until then . I promise you that you'll do well after we meet . 
5683, it should be here already . You do have an account with us , right ?   Yes . Here's my card . Do you need my ID ?   Please . Just to double check all the details .   There you go . 
2130, I would have to say honesty .   I agree . You can't expect a close relationship with a dishonest person . Those are the people that will turn their back on you when you are in need .   yeah , I know . A friend in need is a friend indeed . I don't need fair-weather friends either . 
6028, and I hope the team will be complementary in personality .   OK , I got it . 
1720, but do you have any idea how much this one is worth ?   No , how much is it worth ?   About 80 million dollars .   Whoa . 
3524, pink , black ... and white . Here you are .   this is perfect ! What do you think ?   I think you look fantastic . Happy Birthday !   I ’ m so lucky . You only get a chance like this once in a blue moon ! Thanks honey ! 
3255, and cake , but people can bring side dishes .   I am assuming that the dress is casual .   Dress casually and bring your bathing suit !   Wonderful . Just e-mail me the time and date and I'll be there . 
8412, does acupuncture hurt ?   Acupuncture may cause just a little pain , but it also causes a certain feeling of numbness and distension.We ' ll try it every day for seven days.Will that be all right ?   Yes.Let ' s start today . 
10054, just give me 1 $ back , please . 
6171,Excuse me , madam . Is this seat taken ?   No .   Do you mind my sharing the same table with you ?   Of course not.There are so many people here today .   Yes . I can't even find a seat . 
10366,No dialogue,No response
145, how was your weekend ?   I went to the beach with my friends and had a barbecue there .   That sounds like a lot of fun . Did you go swimming , too ?   Sure . I think it ’ s a fantastic place to go .   I couldn ’ t agree more . That ’ s an ideal place for a vacation .   It sure is .   I can ’ t wait to go there myself . 
9826, I haven ’ t got much green left .   Poor Ben , your wife is too mean to you . She gives you so little money every time when you are out . 
4792, please ?   Sure . Brown and we have reserved a table next to the door .   Yes , I see . We will cancel your order . 
8476, please .   What time , sir ?   Around 8 .   May I have your name please ?   Frank London . Any chance of a table by the window ?   We have received many bookings.But we'll try our best .   I'll appreciate it if it could be arranged . 
6997, Track B .   When does it arrive ?   It should be there at 11:45 , but it may be a little late .   How much is a one-way ticket ?   It's $ 32.00 . 
4106, but I think my sister does .   Is he married ?   Yes , he's married .   I remember now . I met him before . 
2520,No dialogue,No response
7591, you still need to take a rest at home . Don't hurry back to work until you have fully recovered .   Yes , I will . Thanks for your care . 
8068,No dialogue,No response
8523, the higher the interest rate . If you withdraw your money before time is up , there are penalties . 
4977, as the other guys are still not in , I ’ ll introduce you to them later .   All right . 
970,What a lovely day . The sun is shinning and the sky is so blue . It's a perfect day to go to the beach and get a beautiful tan .   Great idea . Unlike you , I just want to enjoy watching the sea and playing with the sand . I do not want to get a tan because I look good in pale skin .   Come on . Getting a tan symbolizes health and wealth in western countries .   While the pale color symbolizes beauty and elegance in most Asia countries .   That is a really interesting fact .   I will bring a big hat and apply a lot of sunscreen before setting off the beach .   Just do whatever you feel like doing .   ( At the beach ) My bag is so heavy . Let's put the stuff under the tree .   Good idea . It is always cooler in a shade .   I can't wait to play in the water . My feet are burning when I stand on the sand . 
3961, I did . It is a horrible movie .   I wonder why TV programs often show much violence .   Actually , more and more people have realized that violence on TV may lead to the increase of crime rates among teenagers .   They are especially harmful to teenagers .   But anyhow there are many worthwhile programs . 
3245,No dialogue,No response
4392, then it wouldn ’ t have happened .   He did . It was one of the best ones available . But that didn ’ t stop them from disabling it . And on a crowded street too .   Didn ’ t anyone stop them ?   You would think that people would be smart enough to stop something like that . No one knew his motorcycle was being stolen . The thieves came in a truck and convinced everybody that my uncle was parked illegally and they were there to tow it away .   Wow , they were good . I guess criminals aren ’ t that dumb after all .   That ’ s not the end . They were so good that they convinced a bystander to help them lift the motorcycle and put it in the truck . 
8202, we also have this same style in dark blue and red .   No , thank you . I'm just looking for a black pair .   Let me go to the back and get them . I'll be right back . 
5976, so I would like my boss to trust me with important work .   Do you think that you are introverted or extroverted ?   I'm quite outspoken . I enjoy calling a spade a spade and hate talking in a roundabout way . So I'd call myself outgoing .   Under what kind of circumstance will you lose your temper ?   Seldom . But I hate someone's frequently being late or lazy .   OK . What are your strong points ?   Hmm . as I mentioned , I can work well under pressure and I enjoy work that challenges me . I think that my English ability is also a strong point .   And your weaknesses ?   I think I sometimes try to be over-organized . So I am learning how to let some things go and concentrate on the most important part of my job . 
6166, but it gets really cold sometimes .   I know what you mean , but I'd rather be cold than hot .   That's exactly how I feel . 
9500,I ’ m glad you could make it .   It ’ s my job . What can I help you with ?   I think a pipe burst in my apartment .   In what room is this pipe ?   You ’ ll find the pipe in my bathroom .   When did the pipe start leaking ?   It ’ s been leaking for a couple of days now .   I will need to tear down that wall to fix that pipe .   I understand .   You ’ re fine with that ?   I just want the problem taken care of .   Okay . I will begin working on it now , if you ’ d like . 
5260, that sounds pretty safe . So how do you pay ? Do you need a credit card ?   You can use a credit card or your debit card . They also let you use the Paypal system which is really safe and fast . I have never had any problems with someone hacking my information or anything .   Do you think I can find a sweater for my dog online ?   You can find anything ! Are you sure you want to start shopping online though ? Once you step into this world , there is no turning back !   Let ’ s do it ! 
2742,I think it is time to study . Our chemistry exam is coming .   Oh , I know . When is it ?   December 1st .   What's on the test ?   It seems to be from chapter six to chapter ten .   Well . I think I'm going to fail my chemistry exam .   Why are you so pessimistic ?   I'm not being pessimistic . I'm being realistic . My chemistry is so bad .   I believe you can pass the exam with good preparation . Don't lose your heart .   Thank you . That's very nice of you . 
9598, I'll just check with the delivery department .   OK , thank you . 
1879,Which do you like better , orange or lemon ?   I like orange better .   Why ?   Because orange is much more to my taste . 
9053, Mr . Emory ?   I need the number for John Reese ’ s office .   Just one moment , sir . Here you are – 767-4512 . 
7795, sir . I think we have reservations . Have you fixed them ?   Let me see . Your name , please ?   My name is Paul Harper . 
820, right ?   Yes . How are the Spanish classes going ?   In a way , it ’ s similar to your experience of learning Chinese . Some Spanish words are very similar to English ones . But I need to practise listening to native speakers and saying the words myself . 
7732, so you just want a simple message on it .   Yeah . How about “ Happy Birthday Tony , from the gang . ”   I ’ m on it ! 
5230, I want to buy some grapes .   What kind of grapes do you want ?   People say grapes from XinJiang are much sweeter than other kinds . Please give me a kilo of that .   Ok , wait a moment please .   Make sure they are fresh .   Trust me . 
2009, I'll send it by email or edit it all from the cell phone browser .   What if you want to publish some photos ?   Then I'll shoot some pictures , re-size the images and upload them with text descriptions to my blog .   I see . Moblogging must have done a great favor for habitual bloggers like you .   You bet it ! 
2447, Sandy . Do you want to go to the ETV with us ?   I'd love to , but I'm broke . Maybe after payday . 
4254,No dialogue,No response
8652, this is ABC Company . Is that Joseph ?   Yes , speaking . Anything I can do for you ?   I am calling to tell you that the interview for you is in our company on Monday morning at 8: 00 .   Where is the interview happening ?   It is on the Jianshe Street where there is a Carrefour Supermarket near it . 
6609, I will get right to that .   I really appreciate the help . How many years have you been with the company ?   I just started working here .   I have a special assignment coming up . Would you be interested in helping me on it ?   I'd like to , but I am very busy .   I'll make sure that management keeps you in mind for special projects in the future . Thanks for the help ! 
6200,No dialogue,No response
6900, please .   Yes , madam . 
256, so there ’ s snow almost everywhere in winter .   I ’ Ve been to other Scandinavian countries , but not to Norway . Perhaps I should go and do some winter sports there . 
1525, it is a nice song that can make audience calm and pleasant .   Those young actors play the roles perfectly .   I hope the opera will be more stupendous than the movie . Have you bought the tickets ?   No , I am asking you whether you will go to see it .   Let's go . We'd better buy the tickets earlier and have dinner in restaurant . 
942, when it snows , every where is white . It's very beautiful .   You can read the newspaper . Maybe it will tell you whether it will snow or not .   Good idea . 
7526, it is . Please put your luggage on this scale .   OK . Is the plane on schedule ?   Yes , it is . How many pieces of hand luggage do you have ?   Two . 
5098, Miss ?   Yes . I have just got lost with my firiend.Can you page my friend for me ?   OK , tell me your friend's name .   Here is his passport.Thank you very much . 
6029, but today he went out to a site on the east side .   That's too bad . I need to discuss these plans with him .   Why don't you make an appointment for later in the week ?   Alright .   He's here on Tuesdays , Wednesdays and Fridays . What day did you want to see him ?   Friday is good .   Morning or afternoon ?   Morning .   I can put you down for ten o'clock . Is that alright ?   Yes . My name is Laura Wills .   Alright . I have you down for ten AM this Friday .   Thank you .   You are welcome . 
5973,Look , all you do is press that button and it ’ s ready to use .   Then what about the wire ?   Just make sure you never touch the wire .   So I know . Thanks . 
7599, one moment please . here is the check .   Here is the two dollars , will you bring me the receipt ?   Here is the change .   Please keep the change .   Thank you very much sir . 
3658, Edward Norton , or something like that .   Yes . He was excellent . They worked well together . 
8907, sufficient education , and enough experience .   What would your colleagues say about you ?   They would say I am a dependable friend and a capable colleague . 
8500,Hello , Steven . Can you do me a favor ?   Sure . What is it ?   My car has broken down .   You should telephone the garage for help .   I have done it . But now I have an urgent appointment to keep . Could you drive me to the subway station ?   With pleasure . Get in .   Thanks a lot ! 
1759, people are not spending as much as before !   Do you know why that is ?   Lots of reasons I guess , unemployment is pretty high these days . 
8692, I ’ m not , and I regret a little what I have done .   Will you apologize to her ?   No way . It ’ s her who should apologize . 
2267,Mary and I decided to ring the curtain down on our love affair .   What ? You have been in love for six years , haven ’ t you ?   Don ’ t make a fuss . Many people divorce after having living together for many years .   What a pity . 
5710, I don ’ t like regular work . I am interested in different projects with new opportunities and new challenges , but I can do regular work if the company needs me to do so . 
3592, steaks , and dogs .   Ah ... hence the buns and condiments we bought . And this is Holly's potato salad .   You can put stuff on the picnic table . Back to work . The grill is calling me ...   Let me know if I can help . 
4049, Helen . I hope you don ’ t mind my leaving you like this . I need a holiday . It won ’ t be long .   Don ’ t be silly , John . I ’ m going with you . It ’ s necessary for me to have a holiday too . 
10353, or would you hope to move into management someday ?   Well , I haven't thought much about this . I think it's too early to tell . What is most important for me now is to do the best possible job for the company and learn and develop my skills as much as possible . 
3738,No dialogue,No response
6791, right ?   Correct ! I have three-day visit to Shanghai on December 10th .   That will be gorgeous !   I would like a single room with a bath for two nights . Can you help me to reserve a hotel room for me ?   Yes , Madam . 
4711, dear ?   Yes , of course . I'll take it .   But it costs an arm and leg .   I like it . 
1666,No dialogue,No response
4731, not at all ! Just lay back and relax .   Ok , spit . 
7448, that sounds fine . I think 200 USD worth of RIB should be plenty , thanks . 
4579, please . My telephone number is 2974-5328 , and you can call me at any time in the daytime .   We will get in touch with you by the end of next week .   Great . I will look forward to hearing from you . And do I need the second interview ?   We'll notify you if necessary . Goodbye .   Goodbye . 
1824, thanks . I'm on diet .   How about the dessert ?   Ice cream , please . 
9125, and lie around , and drink beer and so on . But after a few weeks I believe that person would want to take some stock in himself and his situation and start to think about getting off his ass . 
2134, I like flowers .   What's your favorite flower ?   I like peach blossom , because I like spring .   Peach blossom is really beautiful .   Yes . How about you ?   I like lotus .   You have a perfect taste !   But there aren't any lotus now .   Yes . It's snowing outside . Let's enjoy the plum blossoms .   That's not bad . Let's go . 
9032, your account number and the amount in your card please .   Done !   OK . May I see your ID card ? ( B passed his ID card . ) Please wait for a moment . Let me go and check the account . ( A few minutes later . ) We have locked your card . You can come here to renew the account and get a new card a week later . Your money will not be lost .   Thank goodness .   Please pay 10 yuan , the handling charge .   OK ! Thank you very much . See you a week later .   See you ! 
5117,May I speak to Mr . Thomas ?   Unfortunately , he has left for the day .   I hate to trouble of you . But it is urgent . Please leave this message into him   I ’ ll make sure he gets the message . 
4387,What a brilliant smile !   That's my cousin Hubert.He likes smiling .   He must be very easy-going .   Sure , he's ready to be friendly with anyone . 
5321, why don ’ t you use a local SIM card ?   Can I do that ?   Yes . Just go to the convenience store and ask for a SIM card . Then insert it into your phone .   I see . How much will that cost ?   Well it ’ s 100 RIB for the SIM card then it will cost you about 10 RIB per minute to call the UK .   Wow , that is cheap . Thank you very much . 
1887,Where are you going for your trip ?   I think Hebes is a good place .   But I heard the north of China are experiencing severe sandstorms !   Really ?   Yes , it's said that Hebes was experiencing six degree strong winds .   How do these storms affect the people who live in these areas ?   The report said the number of people with respiratory tract infections tended to rise after sandstorms . The sand gets into people's noses and throats and creates irritation .   It sounds that sandstorms are trouble for everybody !   You are quite right . 
1444, I'm serious . I'm really sorry about missing your concert .   I guess I misjudged you . I hope you can forgive me .   Of course I forgive you . What are friends for ? Now , what am I going to do for that other guy ? 
3687,Did it take you a long time to quit smoking ?   No . I just went cold turkey , and I never smoked again . 
8168, employees should get double pay if asked to do extra work during the weekend or on holidays .   We all know about that , but we have no choice . The chairman of the trade union says he is going to negotiate with the management .   I suggest that you go to the lawyers ' office to get some help .   That's a good idea . I think we will soon come to a solution to the problem . 
8024,What's the latest fashion of evening gown ?   The one on the manikin is in fashion now .   I would like to try on one in violet .   OK , here you are . You look really attractive in that gown .   Thank you . Do you have some other colors ? 
4284, you can edit and resize photographs . You can also make them brighter or darker and cut pieces from different photographs to create new ones .   Computers are great , aren ’ t they ? I should download some program and learn how to use them . 
7013, fixed-rate loan .   How do I go about taking it out ?   Just fill out this application . We can let you know right away if you qualify .   All right , thank you ! 
7610, no . Everything we sell here is ‘ as is . '   I guess I was asking for too much .   If it breaks down , maybe you can find a repairman on the Internet . 
2469,Hey John . I have some great news .   What happened ?   I got a job offer from Dell .   That's great . I thought you said you didn't get the job .   I thought I did bad on the interview , but I guess I was wrong . I'm so happy right now .   I bet . That's great news . I'm very happy for you .   Thanks . I feel like celebrating . Let's go have a beer . It's on me .   Sounds good . 
10434, Nathaniel . This is Leah calling from the International Student Office .   good morning .   the reason I'm calling is because Ms . Collins will not be able to call you back until next week .   oh . I had hoped she would have called me back yesterday .   she's terribly sorry about that . She had to leave the office suddenly and won't be able to return until next week . She hopes you understand .   is there someone else I can talk to ?   she asked me to call you to book an appointment with someone else today . When are you free today ?   any time after 2 pm today would be good for me .   Mr . Liu is available at 2:15 today . Will that work for you ?   I'd prefer to speak with Ms . Fonda .   I'm afraid she isn't available this afternoon . She has an opening at 11:30 this morning . Will that work for you ?   that will be fine .   ok , we'll be expecting you at 11:30 . See you then . 
7761, shall we ?   Yes , okay . 
740,They got a divorce at last .   It's inevitable . Their love wasbuilt on the sand , and this is why their marriage has landed on the rocks .   You said it . Love but on the sand will soon be on the rocks .   That give us a good lesson . 
7825, I often feel like a million dollars after work , like I can take on anything .   OK . Let me try . 
7190, really ? Would you transfer to another company if it is not what you expected ?   I don ’ t think so . As the saying goes , A great oak needs deep roots . I ’ m really interested in this job .   That ’ s fine . Thanks for coming to see us . I hope to be able to let you know about the job within the week . 
732,When can we expect you for dinner ? Can you come tonight ?   Not tonight . I promised to go to a concert with my sister .   Well ... How about Friday then ?   That sounds fine .   Good . Shall we say seven o'clock ?   I'll be there . You're still a fabulous cook , aren't you ?   That'll be for you to decide . I've got a new dish that I want to try out on you .   I'm ready . I'll look forward to it all Friday ! 
9220, but I prefer the fish   Perhaps you'd enjoy the lamb   No , I like the fish .   What ever you say ? 
9488,Flight BE - 407 to Paris is delayed . Will passengers please wait in the lounge ?   Oh , how annoying !   The time of departure will be announced as soon as possible .   What a nuisance ! 
4917, what does it look like ?   It looks like you are about to get dressed . Did you forget we are in a car on the road ?   I'm good at this . Nobody will see anything .   Are you kidding ? You're going to cause an accident just from people gawking !   All right , pull over at that service station and I'll dress in the ladies ' room .   That will be my pleasure . 
7679, they are very fashionable , you see .   I am afraid I am not interested in fashion .   I see .   But thank you very much all the same .   Sorry I couldn't help you . 
9831, e-mail address , phone number and bank or credit card information . I will help you with that .   It is so nice of you . 
7373, you can find squirrels running on the lawn .   It's really healthy to do some exercise there . The air is fresher and it's romantic to watch the sunset with your lover .   Well , off we go . I am sure we can have a great time . 
4983,It ’ s time to get up .   I just went to bed .   You shouldn ’ t stay up so late watching TV . I told you we had to get an early start .   I know , but that movie was just too good to leave . I guess I ’ ll just have to pay the price anti-sleepy .   Do you want to eat breakfast here ?   No . why don ’ t we describe and buy at the coffee shop next door ?   Ok by me . 
5772, 1 - - 2 drops each time . Squeeze a bit of the ointment on your eyelid every night .   Well , I see . Thanks .   You're welcome . 
3111, I'm sure I've been here before .   Maybe we're walking in circles .   Yes , there's that bar we passed an hour ago . 
6602, no supervisor behind you , and good pay .   Can I apply for it right now ?   Sure . 
1847, the acting , the music and the scene have won the Academy Award of this year .   I'm sorry for hero . I dont think there's any excuse for his acting in some parts .   Don't be too critical.We can't expect it to be perfect . 
4968, then you will not receive your deductible .   Oh , I see .   All right . I ’ m glad I could clarify things for you . 
848, for example .   I think that they should pay more tax . Look at the damage they cause to the environment and people ’ s health by discharging all those exhaust fumes .   The air would certainly be cleaner if there were fewer cars being used in the city . The problem is that people will see it as reducing their freedom . It well be unpopular .   That ’ s a good point . Car owners will probably be against it , but people who use public transport will be in favor of it . 
6851,No dialogue,No response
5043, and hundreds of clients are placing orders for delivery these days .   I see.OK , that's agreed then . 
2636,No dialogue,No response
3101, remember that there's a gift exchange , too . We all have to bring a gift .   I've already got mine .   ( At the Party ) It's Christmas Eve ! Time to open presents !   Here ! Open mine first .   Wow ! It's just what I wanted !   Hey ! Why don't I have any presents ! 
3305, and then store them without losing much through evaporation .   That ’ s why they often have long roots to find water spines instead of leaves , to reduce water loss . 
8570, just take him here .   Yes , I will . 
6977, i like this song . It's by one of my favorite singers .   Read me the index number !   1021.It ' s a duet ! Come on , Pick the mic and sing along !   No . I need a rest ! 
1118,What do you do in your spare time ?   I have many hobbies . I like almost all kinds of sports and I also like to listen to classical music .   What kinds of sports do you like ?   I like playing basketball . Basketball is a very exciting game because it keeps you alert and I also enjoy the team spirit of basketball .   Who is your favorite author ?   I like the novels of Dickens very much . I've read almost all of them in Chinese translation .   Are you a music lover ?   Yes , I like listening to Beethoven's works .   What kinds of films do you enjoy ?   I like all kinds as long as they are exciting . 
214,Hi , Martin . I ’ Ve been looking for you all morning .   What ’ s up ?   I want to say goodbye . I ’ m leaving for America tomorrow .   America ? Did you get admit to MIT ?   Yes .   Congratulations ! Susan . I ’ m so happy for you .   Thank you .   Really going to miss you .   Me too . I ’ ll write to you once I get settled . But I have so much to do . You might have to wait a while . But I really will write to you . I love to write letters . I think it ’ s more meaning than the emails even than the phone call .   Ok . Take care . Have a nice journey .   Thank you .   Look after yourself . Bye .   Bye . 
3768, that's good . Can you use cedar or redwood to build it ?   Cedar is a good choice .   Well , let's take the measurements right now . 
7304, I was so excited .   He really did a great job in the finale , especially in the PK round . He performed so well that the majority of the audience cast their votes for him .   And the host announced that he won it all ! 
6125,Mr . Wilson . I'm very glad we reached the agreement at last . Now I'd like to propose a toast to the further development of our cooperation .   I'm very delighted too . I'm sure that we'll have a wider range of cooperation . So , let's drink to the signing of our contract .   Bottoms up !   Cheers . 
7974, swims under water , and climbs over bridges . It's really exciting !   And then ?   I borrowed it from Mike yesterday . Why not have a try ?   That's neat ! 
2871,No dialogue,No response
10023,No dialogue,No response
8212, It is a middle-sized private company .   Do you have more than 200 employees in the company ?   Yes , there are approximately three hundred people . 
5552,Is the girl in red your girlfriend ?   No , she isn't . My girlfriend hates red .   Who's she then ?   A classmate of mine . 
7362, you are back ?   Yes . I received everything in the post this morning .   That's good . Could I please see the originals of everything ?   What's the exchange rate today ?   You're pretty lucky actually , today is higher than yesterday . It's 824 . 71 RIB for 100 USD .   Great ! Do you need me to sign anything ?   Yes . Please sign your name at the bottom of the Exchange Receipt . Thanks very much and here's your money . 
649, don't you ?   No , that stuff isn't important to me .   Did you know that he is a fairly new teacher and very current in his field ?   I don't care about any of that .   We all are looking for different things in an instructor . I hope I've helped you . 
283, I didn't think it mattered .   Oh , you men ! You're all the same . 
7325,No dialogue,No response
5670, wait a minute ! You forget your raincoat and umbrella .   Dad , that's all right . I don't think it will rain . And it doesn't make any sense to take that many things on a trip . Besides I like to travel light . Bye ! 
9907, only black coffee , 
7149, and you'll get off , sir .   OK . I know . Thank you .   Not at all . 
981, that two solitude protect , border and salute each other . ' 
220, I don ’ t mean to boast but all the designs are done by myself and some colleagues are already trying to copy some of them for their new apartments . Look , they are making photos now of my designed kitchen . 
2529,No dialogue,No response
8946, grape and lemonade .   I'll have a glass of lemonade . More ice , please .   All right . Will there be anything else ?   Could you give me more paper napkins ?   Sure . Here you are .   Thanks .   You're welcome . Enjoy your meal . Press the call button if you need any more help . 
1556,Oh that ’ s a lovely necklace .   Thank you . My husband gave it to me .   Oh I didn ’ t know you were married .   Yes I am . I got married five years ago .   Oh I see . That ’ s nice . Did you meet your husband at work ?   No , we met at university . 
6435, what things did you spend money on ?   The problem is that I have no idea . I didn't pay attention .   Let's bygones be bygones , start saving right now . 
4954, can I have a look at the green coat ?   Certainly . Here you are . It's a new arrival .   Yes , I like the style.Can I try this on ?   Sure . The fitting room is in the corner . 
7706, please .   Fine , I'll go do that for you . 
